时间,设备名称,故障模式,健康度
2025/04/01 00:00:01	,8#带式输送机	,速度均方根	,70.13	,
2025/04/01 00:00:01	,8#带式输送机	,平稳冲击烈度	,89.46	,
2025/04/01 00:00:01	,8#带式输送机	,优化峭度	,85.64	,
2025/04/01 00:00:01	,8#带式输送机	,1K～10KHz均方根	,96.92	,
2025/04/01 00:00:01	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 00:00:01	,8#带式输送机	,优化峰值	,90.46	,
2025/04/01 00:00:01	,8#带式输送机	,转子平衡状态	,80.49	,
2025/04/01 00:00:01	,8#带式输送机	,转子对中状态	,87.6	,
2025/04/01 00:00:01	,8#带式输送机	,配合状态	,90.28	,
2025/04/01 00:00:01	,8#带式输送机	,滚动轴承润滑状态	,97.33	,
2025/04/01 00:00:01	,8#带式输送机	,部件碰摩状态	,96.03	,
2025/04/01 00:00:01	,8#带式输送机	,电磁状态	,98	,
2025/04/01 00:20:00	,8#带式输送机	,速度均方根	,70.2	,
2025/04/01 00:20:00	,8#带式输送机	,平稳冲击烈度	,90.18	,
2025/04/01 00:20:00	,8#带式输送机	,优化峭度	,85.67	,
2025/04/01 00:20:00	,8#带式输送机	,1K～10KHz均方根	,96.96	,
2025/04/01 00:20:00	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 00:20:00	,8#带式输送机	,优化峰值	,91.07	,
2025/04/01 00:20:00	,8#带式输送机	,转子平衡状态	,81.14	,
2025/04/01 00:20:00	,8#带式输送机	,转子对中状态	,81.82	,
2025/04/01 00:20:00	,8#带式输送机	,配合状态	,88.27	,
2025/04/01 00:20:00	,8#带式输送机	,滚动轴承润滑状态	,97.2	,
2025/04/01 00:20:00	,8#带式输送机	,部件碰摩状态	,95.72	,
2025/04/01 00:20:00	,8#带式输送机	,电磁状态	,98	,
2025/04/01 00:40:00	,8#带式输送机	,速度均方根	,72.96	,
2025/04/01 00:40:00	,8#带式输送机	,平稳冲击烈度	,90.27	,
2025/04/01 00:40:00	,8#带式输送机	,优化峭度	,85.62	,
2025/04/01 00:40:00	,8#带式输送机	,1K～10KHz均方根	,97.12	,
2025/04/01 00:40:00	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 00:40:00	,8#带式输送机	,优化峰值	,90.97	,
2025/04/01 00:40:00	,8#带式输送机	,转子平衡状态	,87.75	,
2025/04/01 00:40:00	,8#带式输送机	,转子对中状态	,80.44	,
2025/04/01 00:40:00	,8#带式输送机	,配合状态	,85.31	,
2025/04/01 00:40:00	,8#带式输送机	,滚动轴承润滑状态	,97.53	,
2025/04/01 00:40:00	,8#带式输送机	,部件碰摩状态	,96.19	,
2025/04/01 00:40:00	,8#带式输送机	,电磁状态	,98	,
2025/04/01 01:00:01	,8#带式输送机	,速度均方根	,66.5	,
2025/04/01 01:00:01	,8#带式输送机	,平稳冲击烈度	,88.68	,
2025/04/01 01:00:01	,8#带式输送机	,优化峭度	,84.43	,
2025/04/01 01:00:01	,8#带式输送机	,1K～10KHz均方根	,96.86	,
2025/04/01 01:00:01	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 01:00:01	,8#带式输送机	,优化峰值	,90.21	,
2025/04/01 01:00:01	,8#带式输送机	,转子平衡状态	,85.51	,
2025/04/01 01:00:01	,8#带式输送机	,转子对中状态	,87.37	,
2025/04/01 01:00:01	,8#带式输送机	,配合状态	,90.4	,
2025/04/01 01:00:01	,8#带式输送机	,滚动轴承润滑状态	,96.95	,
2025/04/01 01:00:01	,8#带式输送机	,部件碰摩状态	,96.1	,
2025/04/01 01:00:01	,8#带式输送机	,电磁状态	,98	,
2025/04/01 01:20:00	,8#带式输送机	,速度均方根	,69.16	,
2025/04/01 01:20:00	,8#带式输送机	,平稳冲击烈度	,90.78	,
2025/04/01 01:20:00	,8#带式输送机	,优化峭度	,85.55	,
2025/04/01 01:20:00	,8#带式输送机	,1K～10KHz均方根	,97.06	,
2025/04/01 01:20:00	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 01:20:00	,8#带式输送机	,优化峰值	,91.74	,
2025/04/01 01:20:00	,8#带式输送机	,转子平衡状态	,87.85	,
2025/04/01 01:20:00	,8#带式输送机	,转子对中状态	,81.15	,
2025/04/01 01:20:00	,8#带式输送机	,配合状态	,84.47	,
2025/04/01 01:20:00	,8#带式输送机	,滚动轴承润滑状态	,97.8	,
2025/04/01 01:20:00	,8#带式输送机	,部件碰摩状态	,96.95	,
2025/04/01 01:20:00	,8#带式输送机	,电磁状态	,98	,
2025/04/01 01:40:00	,8#带式输送机	,速度均方根	,66.33	,
2025/04/01 01:40:00	,8#带式输送机	,平稳冲击烈度	,90.27	,
2025/04/01 01:40:00	,8#带式输送机	,优化峭度	,84.67	,
2025/04/01 01:40:00	,8#带式输送机	,1K～10KHz均方根	,96.87	,
2025/04/01 01:40:00	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 01:40:00	,8#带式输送机	,优化峰值	,91.05	,
2025/04/01 01:40:00	,8#带式输送机	,转子平衡状态	,85.45	,
2025/04/01 01:40:00	,8#带式输送机	,转子对中状态	,84.03	,
2025/04/01 01:40:00	,8#带式输送机	,配合状态	,88.77	,
2025/04/01 01:40:00	,8#带式输送机	,滚动轴承润滑状态	,96.66	,
2025/04/01 01:40:00	,8#带式输送机	,部件碰摩状态	,96.52	,
2025/04/01 01:40:00	,8#带式输送机	,电磁状态	,98	,
2025/04/01 02:00:01	,8#带式输送机	,速度均方根	,72.04	,
2025/04/01 02:00:01	,8#带式输送机	,平稳冲击烈度	,90.01	,
2025/04/01 02:00:01	,8#带式输送机	,优化峭度	,86.02	,
2025/04/01 02:00:01	,8#带式输送机	,1K～10KHz均方根	,96.98	,
2025/04/01 02:00:01	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 02:00:01	,8#带式输送机	,优化峰值	,91.32	,
2025/04/01 02:00:01	,8#带式输送机	,转子平衡状态	,81.1	,
2025/04/01 02:00:01	,8#带式输送机	,转子对中状态	,83.08	,
2025/04/01 02:00:01	,8#带式输送机	,配合状态	,89.5	,
2025/04/01 02:00:01	,8#带式输送机	,滚动轴承润滑状态	,97.45	,
2025/04/01 02:00:01	,8#带式输送机	,部件碰摩状态	,96.56	,
2025/04/01 02:00:01	,8#带式输送机	,电磁状态	,98	,
2025/04/01 02:20:00	,8#带式输送机	,速度均方根	,70.13	,
2025/04/01 02:20:00	,8#带式输送机	,平稳冲击烈度	,89.65	,
2025/04/01 02:20:00	,8#带式输送机	,优化峭度	,85.95	,
2025/04/01 02:20:00	,8#带式输送机	,1K～10KHz均方根	,96.94	,
2025/04/01 02:20:00	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 02:20:00	,8#带式输送机	,优化峰值	,91.03	,
2025/04/01 02:20:00	,8#带式输送机	,转子平衡状态	,83.25	,
2025/04/01 02:20:00	,8#带式输送机	,转子对中状态	,84.5	,
2025/04/01 02:20:00	,8#带式输送机	,配合状态	,88.94	,
2025/04/01 02:20:00	,8#带式输送机	,滚动轴承润滑状态	,97.32	,
2025/04/01 02:20:00	,8#带式输送机	,部件碰摩状态	,95.75	,
2025/04/01 02:20:00	,8#带式输送机	,电磁状态	,98	,
2025/04/01 02:40:00	,8#带式输送机	,速度均方根	,70.01	,
2025/04/01 02:40:00	,8#带式输送机	,平稳冲击烈度	,90.15	,
2025/04/01 02:40:00	,8#带式输送机	,优化峭度	,85.65	,
2025/04/01 02:40:00	,8#带式输送机	,1K～10KHz均方根	,96.9	,
2025/04/01 02:40:00	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 02:40:00	,8#带式输送机	,优化峰值	,91.62	,
2025/04/01 02:40:00	,8#带式输送机	,转子平衡状态	,84.68	,
2025/04/01 02:40:00	,8#带式输送机	,转子对中状态	,80.94	,
2025/04/01 02:40:00	,8#带式输送机	,配合状态	,88.57	,
2025/04/01 02:40:00	,8#带式输送机	,滚动轴承润滑状态	,97.73	,
2025/04/01 02:40:00	,8#带式输送机	,部件碰摩状态	,95.94	,
2025/04/01 02:40:00	,8#带式输送机	,电磁状态	,98	,
2025/04/01 03:00:01	,8#带式输送机	,速度均方根	,68.43	,
2025/04/01 03:00:01	,8#带式输送机	,平稳冲击烈度	,89.17	,
2025/04/01 03:00:01	,8#带式输送机	,优化峭度	,85.09	,
2025/04/01 03:00:01	,8#带式输送机	,1K～10KHz均方根	,96.92	,
2025/04/01 03:00:01	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 03:00:01	,8#带式输送机	,优化峰值	,91.09	,
2025/04/01 03:00:01	,8#带式输送机	,转子平衡状态	,81.72	,
2025/04/01 03:00:01	,8#带式输送机	,转子对中状态	,88.28	,
2025/04/01 03:00:01	,8#带式输送机	,配合状态	,90.32	,
2025/04/01 03:00:01	,8#带式输送机	,滚动轴承润滑状态	,97.58	,
2025/04/01 03:00:01	,8#带式输送机	,部件碰摩状态	,95.78	,
2025/04/01 03:00:01	,8#带式输送机	,电磁状态	,98	,
2025/04/01 03:20:00	,8#带式输送机	,速度均方根	,69.81	,
2025/04/01 03:20:00	,8#带式输送机	,平稳冲击烈度	,90.68	,
2025/04/01 03:20:00	,8#带式输送机	,优化峭度	,86.11	,
2025/04/01 03:20:00	,8#带式输送机	,1K～10KHz均方根	,96.9	,
2025/04/01 03:20:00	,8#带式输送机	,10K～25.6KHz均方根	,98	,
2025/04/01 03:20:00	,8#带式输送机	,优化峰值	,91.23	,
