时间,设备名称,故障模式,健康度
2025/04/01 00:00:01	,1#高温风机	,速度均方根	,95.28	,
2025/04/01 00:00:01	,1#高温风机	,平稳冲击烈度	,78.09	,
2025/04/01 00:00:01	,1#高温风机	,优化峭度	,87.18	,
2025/04/01 00:00:01	,1#高温风机	,1K～10KHz均方根	,75.91	,
2025/04/01 00:00:01	,1#高温风机	,10K～25.6KHz均方根	,84.16	,
2025/04/01 00:00:01	,1#高温风机	,转子平衡状态	,97.31	,
2025/04/01 00:00:01	,1#高温风机	,转子对中状态	,98	,
2025/04/01 00:00:01	,1#高温风机	,配合状态	,98	,
2025/04/01 00:00:01	,1#高温风机	,滚动轴承润滑状态	,86.14	,
2025/04/01 00:00:01	,1#高温风机	,部件碰摩状态	,88.9	,
2025/04/01 00:00:01	,1#高温风机	,电磁状态	,97.14	,
2025/04/01 00:20:00	,1#高温风机	,速度均方根	,95.49	,
2025/04/01 00:20:00	,1#高温风机	,平稳冲击烈度	,88.76	,
2025/04/01 00:20:00	,1#高温风机	,优化峭度	,87.1	,
2025/04/01 00:20:00	,1#高温风机	,1K～10KHz均方根	,91.13	,
2025/04/01 00:20:00	,1#高温风机	,10K～25.6KHz均方根	,94.75	,
2025/04/01 00:20:00	,1#高温风机	,转子平衡状态	,97.32	,
2025/04/01 00:20:00	,1#高温风机	,转子对中状态	,98	,
2025/04/01 00:20:00	,1#高温风机	,配合状态	,98	,
2025/04/01 00:20:00	,1#高温风机	,滚动轴承润滑状态	,87.01	,
2025/04/01 00:20:00	,1#高温风机	,部件碰摩状态	,97.31	,
2025/04/01 00:20:00	,1#高温风机	,电磁状态	,98	,
2025/04/01 00:40:00	,1#高温风机	,速度均方根	,95.51	,
2025/04/01 00:40:00	,1#高温风机	,平稳冲击烈度	,89.07	,
2025/04/01 00:40:00	,1#高温风机	,优化峭度	,86.96	,
2025/04/01 00:40:00	,1#高温风机	,1K～10KHz均方根	,93.11	,
2025/04/01 00:40:00	,1#高温风机	,10K～25.6KHz均方根	,93.94	,
2025/04/01 00:40:00	,1#高温风机	,转子平衡状态	,97.35	,
2025/04/01 00:40:00	,1#高温风机	,转子对中状态	,98	,
2025/04/01 00:40:00	,1#高温风机	,配合状态	,98	,
2025/04/01 00:40:00	,1#高温风机	,滚动轴承润滑状态	,89.53	,
2025/04/01 00:40:00	,1#高温风机	,部件碰摩状态	,98.32	,
2025/04/01 00:40:00	,1#高温风机	,电磁状态	,98	,
2025/04/01 01:00:01	,1#高温风机	,速度均方根	,95.34	,
2025/04/01 01:00:01	,1#高温风机	,平稳冲击烈度	,87.01	,
2025/04/01 01:00:01	,1#高温风机	,优化峭度	,87.31	,
2025/04/01 01:00:01	,1#高温风机	,1K～10KHz均方根	,92.8	,
2025/04/01 01:00:01	,1#高温风机	,10K～25.6KHz均方根	,94.79	,
2025/04/01 01:00:01	,1#高温风机	,转子平衡状态	,97.24	,
2025/04/01 01:00:01	,1#高温风机	,转子对中状态	,98	,
2025/04/01 01:00:01	,1#高温风机	,配合状态	,98	,
2025/04/01 01:00:01	,1#高温风机	,滚动轴承润滑状态	,95.96	,
2025/04/01 01:00:01	,1#高温风机	,部件碰摩状态	,98.35	,
2025/04/01 01:00:01	,1#高温风机	,电磁状态	,98	,
2025/04/01 01:20:00	,1#高温风机	,速度均方根	,95.39	,
2025/04/01 01:20:00	,1#高温风机	,平稳冲击烈度	,73.93	,
2025/04/01 01:20:00	,1#高温风机	,优化峭度	,87.39	,
2025/04/01 01:20:00	,1#高温风机	,1K～10KHz均方根	,67.44	,
2025/04/01 01:20:00	,1#高温风机	,10K～25.6KHz均方根	,95	,
2025/04/01 01:20:00	,1#高温风机	,转子平衡状态	,97.4	,
2025/04/01 01:20:00	,1#高温风机	,转子对中状态	,98	,
2025/04/01 01:20:00	,1#高温风机	,配合状态	,98	,
2025/04/01 01:20:00	,1#高温风机	,滚动轴承润滑状态	,81.38	,
2025/04/01 01:20:00	,1#高温风机	,部件碰摩状态	,81.83	,
2025/04/01 01:20:00	,1#高温风机	,电磁状态	,94.85	,
2025/04/01 01:40:00	,1#高温风机	,速度均方根	,95.44	,
2025/04/01 01:40:00	,1#高温风机	,平稳冲击烈度	,89.32	,
2025/04/01 01:40:00	,1#高温风机	,优化峭度	,87.09	,
2025/04/01 01:40:00	,1#高温风机	,1K～10KHz均方根	,91.35	,
2025/04/01 01:40:00	,1#高温风机	,10K～25.6KHz均方根	,94.64	,
2025/04/01 01:40:00	,1#高温风机	,转子平衡状态	,97.37	,
2025/04/01 01:40:00	,1#高温风机	,转子对中状态	,98	,
2025/04/01 01:40:00	,1#高温风机	,配合状态	,98	,
2025/04/01 01:40:00	,1#高温风机	,滚动轴承润滑状态	,87.29	,
2025/04/01 01:40:00	,1#高温风机	,部件碰摩状态	,97.44	,
2025/04/01 01:40:00	,1#高温风机	,电磁状态	,98	,
2025/04/01 02:00:01	,1#高温风机	,速度均方根	,95.54	,
2025/04/01 02:00:01	,1#高温风机	,平稳冲击烈度	,90.02	,
2025/04/01 02:00:01	,1#高温风机	,优化峭度	,87.22	,
2025/04/01 02:00:01	,1#高温风机	,1K～10KHz均方根	,92.99	,
